date,location1,location2,location3,location4,location5,location6,location7,location8,location9,location10,location11,location12,location13,location14,location15,location16,location17,location18,location19,location20,location21,location22,location23,location24
4/18/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
4/20/2009,0.43,0.41,0.04,0.05,0.64,0.5,0.23,0.17,0.12,0.07,0.11,0.12,0.77,0.21,0.16,0.07,0.74,0.23,0.08,0.07,0.17,0.35,0.49,0.1
4/21/2009,0.16,0.09,0,0.17,0.08,0.05,0.06,0.1,0,0,0.14,0,0.14,0.05,0.02,0,0.27,0.25,0.15,0,0.01,0.07,0.29,0.02
4/22/2009,0,0.01,0,0.22,0.01,0.05,0.01,0,0,0,0.11,0.03,0,0.03,0.01,0.04,0.05,0.05,0.18,0,0,0.05,0.04,0
4/23/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/24/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/25/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/26/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/29/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/2/2009,0.15,0.07,0.02,0,0.03,0.01,0.1,0.24,0.02,0,0,0,0.05,0.02,0.01,0,0.02,0,0,0.07,0.07,0.01,0,0.19
5/3/2009,0.04,0.06,2.36,0.55,0.03,0.08,0.34,0.3,2.12,2.27,0.25,1.34,0.01,0.23,0.79,1.29,0.27,0.14,0.52,2.07,1.24,0.08,0.18,1.13
5/4/2009,2.28,3.92,0.92,4.42,3.19,5.64,4.1,2.44,2.29,1.9,6.93,3.66,1.84,6.55,4.89,3.24,11.86,10.32,5.21,1.31,3.26,6.77,12.32,2.03
5/5/2009,0.37,0.56,0.39,1.2,0.55,1.45,0.56,0.38,0.49,0.57,2.31,0.7,0.36,1.16,0.97,0.74,1.34,2.43,1.37,0.36,0.52,1.24,1.69,0.37
5/6/2009,0.17,0.1,0,0,0.11,0.06,0.04,0.12,0,0,0,0,0.16,0.01,0,0,0.06,0,0,0.01,0,0.03,0.01,0.03
5/7/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/8/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2009,0.02,0.1,0,0.15,0.12,0.25,0.05,0.02,0.04,0.04,0.05,0.12,0.02,0.06,0.05,0.13,0.26,0.03,0.13,0,0.02,0.15,0.11,0
5/10/2009,0.08,0.4,0.05,3.08,0.23,0.7,0.53,0.11,0.38,0.33,3.13,1.34,0.04,1.5,1.55,1.23,1.27,2.74,3.13,0.06,0.5,1.17,2.05,0.09
5/11/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/13/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/18/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2009,0.01,0.08,0,0,0.07,0.23,0.05,0.01,0,0,0.01,0,0.01,0.12,0,0,0.43,0.18,0,0,0,0.22,0.37,0
5/20/2009,0.02,0.1,0,0.66,0.04,0.12,0.18,0.03,0.08,0.04,1.56,0.35,0.07,0.62,0.66,0.19,0.31,1.41,1.01,0.01,0.18,0.36,0.83,0.03
5/21/2009,0.46,0.32,0,0,0.53,0.24,0.11,0.16,0,0,0,0,0.71,0.04,0,0,0.05,0.01,0,0,0.01,0.14,0.03,0.01
5/22/2009,3.65,6.78,9.78,7.91,2.47,3.09,13.06,7.9,17.41,13.41,12.31,17.3,1.05,13.69,19.56,12.57,2.05,8.83,11.09,11.73,19.6,7.59,4.98,12.74
5/23/2009,0,0,0.1,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.01
5/24/2009,0,0,0.46,0.43,0,0,0,0,0.1,0.3,0.02,0.13,0,0,0.01,0.32,0,0,0.2,0.17,0,0,0,0
5/25/2009,0,0,0.5,0.2,0,0,0.01,0,0.17,0.39,0.1,0.1,0,0.01,0.04,0.17,0,0.03,0.19,0.24,0.02,0,0,0.02
5/26/2009,0,0,0,0.04,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0.02,0,0,0,0,0
5/27/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/2009,0.01,0,0.92,0,0,0,0,0.03,0.06,0.18,0,0,0,0,0,0.02,0,0,0,0.42,0.01,0,0,0.09
5/31/2009,1.81,1.14,0.66,0,0.81,0.32,1.52,2.53,1.51,0.53,0.04,0.46,1.15,0.5,0.63,0.16,0.04,0.06,0.01,2,2.23,0.4,0.05,3.45
6/1/2009,1.29,2.19,4.41,4.19,0.96,1.46,3.63,2.08,4.81,4.96,5.97,5.69,0.56,4.7,6.11,4.96,1.76,4.87,5.17,3.47,4.54,2.94,3.2,2.31
6/2/2009,0.39,0.2,0.36,0,0.08,0.03,0.3,0.72,0.12,0.03,0.01,0.01,0.14,0.07,0.04,0,0.05,0.04,0.01,0.62,0.26,0.06,0.06,0.86
6/3/2009,0.06,0.07,1.09,0.02,0.01,0,0.22,0.27,0.64,0.57,0.03,0.19,0.01,0.1,0.18,0.15,0,0.02,0.02,1.1,0.5,0.04,0.01,0.79
6/4/2009,0,0.01,0,0,0.02,0.13,0,0,0,0,0,0,0,0.01,0,0,0.47,0.05,0,0,0,0.07,0.23,0
6/5/2009,0.01,0.02,0.01,0.01,0,0.01,0.06,0.03,0.03,0.01,0.02,0.03,0,0.05,0.06,0.01,0.03,0.02,0.02,0.01,0.07,0.02,0.02,0.04
6/6/2009,0.07,0.47,0.07,3.15,0.28,0.99,0.6,0.09,0.38,0.31,4.73,1.39,0.03,2.01,1.95,1.11,2.22,4.52,3.76,0.08,0.54,1.57,3.44,0.09
6/7/2009,0,0.03,0,0.02,0.02,0.06,0.04,0.01,0.01,0.01,0.07,0.04,0,0.1,0.09,0.02,0.08,0.08,0.04,0,0.03,0.09,0.08,0
6/8/2009,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
6/9/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/10/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11/2009,0,0,0.6,0,0,0.01,0,0.01,0.03,0.11,0,0,0,0,0,0.01,0.01,0,0,0.26,0,0,0,0.04
6/12/2009,0,0.01,0.09,0.08,0,0.02,0.01,0,0.01,0.03,0.07,0.01,0,0.04,0.03,0.01,0.05,0.08,0.07,0.04,0.01,0.03,0.06,0.01
6/13/2009,0.02,0.04,0.03,1.19,0.01,0.03,0.09,0.02,0.18,0.2,0.67,0.59,0.01,0.22,0.42,0.67,0.04,0.32,1.03,0.03,0.15,0.09,0.12,0.03
6/14/2009,1.34,0.72,3.27,0.03,0.28,0.08,1.29,2.48,1.76,1.36,0.06,0.45,0.66,0.39,0.5,0.31,0.01,0.05,0.05,3.99,1.81,0.23,0.03,3.9
6/15/2009,0.43,0.47,2.75,3.02,0.31,0.09,0.98,0.55,2.34,2.62,3.18,2.64,0.47,1.47,2.48,2.53,0.11,2.07,3.21,2.1,1.82,0.54,0.81,1.16
6/16/2009,0.72,1.04,0.27,0.19,0.58,0.93,1.37,1.02,0.75,0.27,0.61,0.7,0.4,1.4,1.23,0.24,1.05,0.98,0.39,0.54,1.41,1.32,1.22,1.05
6/17/2009,0,0,0,0.32,0,0,0,0,0,0,0.04,0.03,0,0,0,0.04,0.01,0.01,0.2,0,0,0,0,0
6/18/2009,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0
6/19/2009,0.26,0.53,0,0,0.97,1.34,0.15,0.07,0,0,0,0,0.47,0.19,0,0,1.23,0.14,0,0,0,0.69,0.58,0
6/20/2009,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.01,0
6/21/2009,0,0.04,0,0.03,0.02,0.15,0.05,0.01,0.01,0,0.27,0.03,0,0.17,0.11,0.01,0.45,0.37,0.11,0,0.03,0.18,0.43,0
6/22/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29/2009,0,0,1.64,1.06,0.01,0.07,0,0.01,0.23,0.75,0,0.31,0,0,0,0.74,0.28,0.05,0.36,0.59,0,0.03,0.14,0.03
6/30/2009,0.36,1.25,4.41,5.02,1.02,2.04,1.39,0.36,1.86,3.22,8.12,3.27,0.36,3.77,4,3.31,2.87,7.06,6.44,2.12,1.34,2.95,4.91,0.41
7/1/2009,5.26,5.2,6.18,6.2,1.93,2.09,8.94,8.49,9.09,7.48,6.64,8.69,2.05,7.43,9.46,7.24,1.4,4.8,6.93,7.52,10.84,4.69,3.01,9.46
7/2/2009,10.6,7.54,5.68,0.19,7.12,4.5,6.02,10.69,2.9,2.43,0.43,0.91,8.15,2.43,1.34,0.64,2.36,0.78,0.3,6.32,3.76,3.76,1.53,7.74
7/3/2009,2.69,1.74,0.96,0.06,1.66,1.04,1.83,3.38,1.24,0.44,0.36,0.26,2.35,0.62,0.42,0.09,0.89,0.62,0.15,2.7,1.92,0.88,0.8,4.33
7/4/2009,0,0,0,0.14,0.02,0.09,0,0,0,0,0.07,0,0,0.01,0,0,0.13,0.04,0.11,0,0,0.03,0.04,0
7/5/2009,0,0,0,0.09,0,0,0,0,0,0,0.01,0.02,0,0,0,0.03,0,0,0.05,0,0,0,0,0
7/6/2009,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0
7/7/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/8/2009,0,0,0.54,0.44,0,0,0,0.01,0.24,0.56,0,0.11,0,0,0,0.39,0,0,0.2,0.32,0.01,0,0,0.03
7/9/2009,0.56,1.15,1.04,13.87,0.52,0.65,2.2,1.05,3.72,3.34,7.29,7.8,0.33,3.36,5.88,8.28,0.54,3.68,11.73,1.39,3.53,1.65,1.58,1.66
7/10/2009,2.45,5.41,0.14,6.54,8.6,12.06,2.46,0.93,1.19,1.1,5.25,3.89,3.99,4.17,3.42,3.8,10.81,4.54,6.55,0.16,1.27,7.66,6.91,0.24
7/11/2009,0.01,0,0.03,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.02
7/12/2009,1.11,1.28,0.02,1.4,1.53,1.12,0.84,0.5,0.19,0.1,1.49,0.65,1.7,1.34,0.98,0.46,0.57,1.4,1.45,0.04,0.39,1.4,1.08,0.1
7/13/2009,4.06,6.49,2.99,4.04,8.95,12.21,3.62,2.24,2.36,3.54,5.41,2.95,5.96,5.17,2.84,3.86,13.46,6.88,4.2,1.91,1.59,9.05,9.88,1.01
7/14/2009,14.88,16.52,6.41,1.24,25.25,23.89,7.48,7.99,2.48,3.31,1.05,1.56,20.96,5.29,1.64,1.89,15.71,2.97,1.11,4.9,2.39,13.61,8.21,3.63
7/15/2009,0.06,0.03,0.65,0.02,0,0,0.36,0.59,1.26,0.48,0.06,0.41,0,0.11,0.44,0.16,0,0.01,0.06,1.76,1.47,0.01,0,2.36
7/16/2009,2.23,1,0.41,0,0.52,0.08,1.19,2.69,0.46,0.2,0,0.1,1.22,0.22,0.18,0.05,0,0,0,0.95,0.9,0.17,0,1.98
7/17/2009,0.61,0.99,0.66,3.91,0.8,0.7,1.04,0.56,1.18,1.51,1.15,1.97,0.56,1.24,1.25,2.73,0.3,0.79,2.63,0.55,0.88,1.05,0.54,0.45
7/18/2009,0.06,0.34,1.85,4.01,0.18,0.72,0.55,0.1,1.09,1.8,6.67,2.46,0.06,2.04,2.71,2.44,2.01,5.41,5.25,0.86,0.77,1.31,3.58,0.15
7/19/2009,0,0,0.25,0,0,0,0,0,0.02,0.09,0.01,0,0.01,0,0,0.02,0,0,0,0.1,0,0,0,0.01
7/20/2009,0.06,0.18,1.65,5.95,0.27,0.46,0.25,0.11,1.99,2.99,1.33,3.03,0.08,0.45,1.15,4.56,0.58,0.5,3.93,1.1,0.66,0.3,0.35,0.32
7/21/2009,4.14,6.44,14.51,16.38,3.1,2.97,11.23,7.14,20.59,19.99,14.66,22.1,2.1,11.86,19.15,20.44,1.97,8.62,17.5,13.87,17.57,6.62,4.61,11.08
7/22/2009,2.51,5.58,6.98,8.45,1.69,3.06,12.11,6.38,14.72,9.8,16.44,16.53,0.5,14.94,21.28,10.63,3.2,12.84,12.9,9.17,19.29,7.87,7.4,11.49
7/23/2009,3.93,2.38,6.65,5.81,2,1.25,2.66,4.25,6.23,8.19,2.35,5.33,2.97,1.63,2.44,7.92,1.3,1.86,3.84,5.69,3.44,1.41,1.59,4.16
7/24/2009,18.98,13.31,4.67,4.44,8.47,3.93,15.33,22.43,7.98,5.65,3.69,6.23,11.49,7.84,7.4,5.73,1.04,2.99,4.02,8.82,12.47,6.4,1.96,17.2
7/25/2009,0.11,0.03,0.06,0.06,0.01,0,0.04,0.15,0.02,0.01,0.26,0.02,0.05,0.02,0.02,0.01,0.04,0.13,0.14,0.11,0.04,0.01,0.05,0.16
7/26/2009,0.33,0.5,0.18,1.6,0.27,0.97,0.63,0.42,0.54,0.57,2.1,1.03,0.16,1.47,1.09,1.13,3.15,3.72,1.55,0.21,0.55,1.38,3.94,0.32
7/27/2009,0.05,0.22,10.44,19.14,0,0.05,0.76,0.24,4.54,8.6,9.93,8.06,0,2.2,4.64,11.34,0.57,5.02,15.63,4.9,1.63,0.68,2.09,0.7
7/28/2009,0.52,2.36,5.28,22.52,1.16,3.77,3.94,1.17,8.04,9.65,22.71,15.1,0.17,9.88,13.37,16.24,7.58,17.94,22.97,4,5.89,6.59,12.29,2.18
7/29/2009,0.56,1.32,0.93,6.93,0.62,1.31,2.22,1.05,2.52,2.2,7.15,4.99,0.2,3.77,5.02,4.66,2.4,5.49,7.34,1.1,2.93,2.39,3.72,1.44
7/30/2009,0.53,1.12,3.31,2.89,0.52,1.18,1.78,0.88,2.62,3.25,5.29,2.82,0.27,3.48,3.45,2.69,2.12,5.72,3.59,2.32,2.1,2.4,4.09,1.26
7/31/2009,0.12,0.2,1.67,4.9,0.14,0.26,0.36,0.17,1.98,3.1,4.5,3.36,0.09,0.91,2.12,4.62,0.5,2.33,4.75,1.01,0.85,0.41,1.01,0.33
8/1/2009,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0
8/2/2009,0,0,0,0.31,0,0,0,0,0.01,0.01,0.19,0.07,0,0.02,0.04,0.09,0.03,0.12,0.27,0,0,0.01,0.06,0
8/3/2009,0.1,0.17,5.46,8.52,0.01,0.01,0.72,0.46,6.01,9.04,1.86,6.63,0.01,0.82,2.29,10.54,0.01,0.66,5.08,3.84,2.05,0.19,0.15,1.35
8/4/2009,0.03,0.08,0.02,1,0.03,0.03,0.13,0.07,0.04,0.01,0.02,0.19,0.01,0.11,0.07,0.28,0,0.02,0.42,0.05,0.1,0.07,0.02,0.08
8/5/2009,0.06,0.22,0.1,3.44,0.33,0.62,0.22,0.02,0.62,0.69,2.5,1.94,0.12,0.8,1.45,2.09,0.75,1.33,3.46,0.08,0.43,0.58,0.87,0.05
8/6/2009,0.11,0.28,0.17,8.05,0.32,0.35,0.26,0.1,0.6,0.91,2.05,2.19,0.12,0.4,0.66,3.41,0.36,0.91,5.51,0.13,0.22,0.33,0.48,0.09
8/7/2009,0.03,0.2,0.08,2.88,0.1,0.45,0.47,0.07,0.9,0.73,4.4,2.76,0.01,1.49,2.84,2.16,0.76,2.53,4.06,0.11,0.98,0.73,1.29,0.15
8/8/2009,0.17,0.06,0,0,0.08,0.02,0.02,0.07,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.01,0,0.01
8/9/2009,0.07,0.31,0.05,2.36,0.19,0.34,0.37,0.1,0.29,0.27,1.86,0.94,0.04,0.81,0.93,0.97,0.34,1.33,2.21,0.06,0.34,0.58,0.78,0.08
8/10/2009,0.01,0.15,0.01,1.05,0.05,0.54,0.28,0.02,0.23,0.17,3.27,0.93,0,1.29,1.38,0.62,1.7,3.33,1.97,0.02,0.34,0.93,2.6,0.04
8/11/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/2009,0,0,0.59,0.03,0,0,0,0,0.11,0.32,0,0.03,0,0,0,0.12,0,0,0.01,0.24,0,0,0,0.01
8/14/2009,0.01,0.01,1.35,0.21,0.01,0.01,0.01,0.01,0.34,0.94,0.05,0.13,0.01,0.01,0.01,0.47,0.02,0.05,0.09,0.58,0.01,0.01,0.04,0.03
8/15/2009,0.13,0.59,0.85,3.08,0.62,1.51,0.52,0.12,0.8,1.26,3.31,1.59,0.14,1.45,1.38,1.96,2.8,3.46,3.07,0.46,0.46,1.52,3.16,0.12
8/16/2009,0.45,1.49,0.86,6.85,0.84,2.53,2.03,0.72,1.63,1.34,13.22,3.75,0.21,5.48,5.35,2.76,6.6,13.41,9.46,0.86,2.08,4.21,10.46,0.87
8/17/2009,0.47,2.03,0.76,7.3,1.06,3.06,2.87,0.77,2.26,1.91,14.56,5.63,0.18,7.37,7.95,4.23,5.57,13.43,10.33,0.75,3.04,5.32,9.5,0.85
8/18/2009,1.6,2.85,13.25,18.96,3.27,4.7,2.91,1.48,12.38,19.46,13.4,13.89,2.05,6.12,7.46,21.34,6.39,11.87,14.77,8.66,4.18,5.15,8.88,2.52
8/19/2009,1.38,2.66,4.43,8.03,3.36,4.81,2.57,1.41,5.75,7.02,3.98,7.43,1.67,3.26,4.78,9.13,4.51,2.75,6.36,3.52,3.9,3.58,3.15,2.27
8/20/2009,0.49,0.43,1.35,0.8,0.43,0.36,0.43,0.73,0.82,1.1,0.08,0.69,0.34,0.16,0.18,1.12,0.16,0.03,0.46,1.29,0.42,0.24,0.07,0.94
8/21/2009,1.36,1.97,7.04,4.86,1.13,1.5,3.57,2.89,7.49,8.05,3.11,6.35,0.6,3.38,5.09,7.16,1.44,2.21,3.93,6.75,5.9,2.15,1.63,5.34
8/22/2009,0.01,0.01,0.18,0.94,0,0.01,0.07,0.05,0.46,0.57,0.3,0.9,0,0.09,0.37,1.1,0.05,0.07,0.78,0.16,0.24,0.01,0.03,0.12
8/23/2009,2.62,1.59,7.11,0.3,1.28,0.59,2.25,3.19,3.84,3.62,0.4,1.44,2.62,1.24,1.5,1.27,0.17,0.38,0.33,7.12,3.33,0.88,0.28,5.33
8/24/2009,3.43,2.1,0.67,0.01,1.9,0.8,1.78,3.4,0.49,0.18,0.01,0.05,3.01,0.49,0.18,0.02,0.16,0.06,0.01,1.57,1.06,0.76,0.13,2.81
8/25/2009,0.62,1.35,1.18,3.28,2.64,3.77,1.1,0.47,1.48,2.07,1.56,1.99,1.36,1.7,1.31,2.79,4.14,1.9,2.4,0.86,0.91,2.25,2.72,0.48
8/26/2009,4.34,9.04,0.19,1.82,14.7,20.57,3.24,1.49,0.49,0.45,2.41,1.15,6.9,4.69,1.38,1.07,19.52,5.49,1.98,0.2,0.67,12.22,11.88,0.27
8/27/2009,0,0,0,0.11,0,0,0,0,0.02,0.02,0.03,0.07,0,0.01,0.03,0.08,0,0.01,0.09,0,0.01,0,0,0
8/28/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/2009,0,0,0.12,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.01
8/30/2009,8.61,5.45,20.76,14.93,2.92,2.55,8.25,13.59,15.74,19.23,4.99,12.43,4.19,4.84,6.57,18,4.58,4.21,9.55,20.28,10.67,3.64,4.41,17.37
8/31/2009,17.41,12.36,23.65,11.92,8.5,4.84,14.91,20.92,19.79,23.11,5.11,14.33,11.87,8.5,10.01,18.66,2.6,4.02,8.38,22.42,16.2,6.92,3.3,21.34
9/1/2009,3.86,2.96,10.46,3.13,1.55,0.72,4.56,5.61,6.3,6.93,2.48,4.91,2.24,2.92,4.39,5.07,0.25,1.47,3,8.41,6.01,1.63,0.68,7.07
9/2/2009,5.57,4.16,3.64,14.88,2.74,2.2,5.16,6.37,4.88,4.31,9.22,8,3.69,5.11,6.86,8.17,2.62,6.17,13.2,4.18,5.45,3.57,4.08,5.48
9/3/2009,10.37,8.43,14.39,27.85,4.79,3.73,11.84,14.61,15.69,16.93,18.46,19.59,5.69,10.75,15.15,22.74,3.39,11.63,24.31,15.34,13.89,6.87,6.63,16.04
9/4/2009,0.58,0.18,4.29,0.44,0.11,0.02,0.26,1.07,1.16,1.61,0.09,0.5,0.25,0.03,0.11,0.66,0,0.02,0.35,3.57,0.37,0.02,0,1.78
9/5/2009,1.17,0.72,2.4,1.63,0.22,0.07,1.48,2.56,2.65,2.67,0.24,1.56,0.32,0.5,0.81,2.34,0.01,0.1,0.82,3.33,2.32,0.24,0.04,4.07
9/6/2009,0.02,0.03,0.12,0.34,0,0.02,0.11,0.05,0.32,0.33,0.19,0.48,0,0.13,0.32,0.48,0.07,0.08,0.33,0.12,0.25,0.04,0.04,0.11
9/7/2009,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
9/8/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2009,0,0,5.21,0.23,0,0,0,0.01,1.1,3.42,0,0.29,0,0,0,1.36,0,0,0.02,2.12,0.02,0,0,0.05
9/10/2009,0.01,0.01,5.93,0.35,0,0,0.03,0.1,0.97,2.23,0,0.29,0,0.01,0.02,0.79,0,0,0.09,2.99,0.11,0.01,0,0.44
9/11/2009,0.03,0.16,6.79,1.12,0.09,0.33,0.23,0.1,1.31,3.42,1.56,0.87,0.01,0.71,0.71,1.73,0.71,1.51,1.11,2.82,0.27,0.53,1.1,0.32
9/12/2009,0,0,0.35,0.02,0,0.01,0,0,0.02,0.1,0,0.02,0,0,0,0.03,0.05,0.01,0.01,0.1,0,0,0.02,0
9/13/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2009,1.94,1.49,0,0.05,1.07,0.24,0.87,1.35,0.01,0,0,0.01,1.32,0.19,0.01,0.01,0,0,0.02,0.02,0.05,0.33,0,0.09
9/16/2009,3.31,6.79,0,0.12,12.96,17.34,1.93,0.52,0.01,0,0.91,0.07,7.19,3.3,0.25,0.01,16.54,4.14,0.32,0,0.05,9.76,9.91,0.01
9/17/2009,0.01,0.01,0,0,0.06,0.07,0,0,0,0,0,0,0.04,0,0,0,0.08,0,0,0,0,0.01,0.02,0
9/18/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/2009,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0
9/20/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2009,0,0,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.01,0.04,0
9/29/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2009,0.65,2.43,0.33,0.31,2.16,5.21,1.82,0.76,0.65,0.42,1.18,0.74,0.36,2.85,1.36,0.41,7.7,2.93,0.61,0.44,1.06,4.66,5.61,0.62
10/4/2009,6.74,9.89,0.82,0.72,13.89,18,6.05,4.05,1.32,0.82,4.41,1.61,8.87,7.81,3.82,0.73,21.01,9.44,1.8,0.95,2.89,12.47,15.03,1.77
10/5/2009,0.05,0.24,0.02,0.03,0.37,0.71,0.11,0.02,0.01,0.01,0.25,0.06,0.09,0.29,0.15,0.01,0.61,0.36,0.11,0.01,0.03,0.49,0.47,0
10/6/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/7/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
