date,location1,location2,location3,location4,location5,location6,location7,location8,location9,location10,location11,location12,location13,location14,location15,location16,location17,location18,location19,location20,location21,location22,location23,location24
1/17/2005,0.02,0,0.25,0.07,0,0,0,0.03,0.09,0.19,0,0.05,0.02,0,0,0.13,0,0,0.02,0.14,0.01,0,0,0.04
1/18/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2005,0.28,0.13,0,0,0.21,0.05,0.06,0.13,0.01,0,0,0,0.45,0.02,0.01,0,0.01,0,0,0.01,0.02,0.04,0.01,0.03
1/21/2005,2.3,3.24,2.01,7.03,3.35,4.97,2.85,2.05,2.73,2.95,5.61,4.3,2.33,4.2,3.97,4.59,5.86,5.48,6.45,1.91,2.52,4.69,5.66,1.79
1/22/2005,8.07,14.2,12.33,22.69,11.95,16.37,15.18,8.9,16.58,17.93,21.75,20.73,6.71,20.38,19.72,22.09,19,23.06,21.75,11.02,15.17,19.43,22.26,9.43
1/23/2005,0.23,0.12,0,0.05,0.17,0.04,0.12,0.13,0.02,0.01,0.08,0.03,0.39,0.11,0.09,0.01,0,0.1,0.05,0.01,0.07,0.07,0.05,0.02
1/24/2005,0.29,0.19,0.14,0.45,0.16,0.16,0.21,0.34,0.14,0.11,0.18,0.14,0.2,0.12,0.11,0.16,0.24,0.13,0.34,0.21,0.19,0.13,0.16,0.31
1/25/2005,0,0.01,0,0,0.02,0.03,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0.01,0.01,0
1/26/2005,0.02,0.02,0,0,0.2,0.27,0,0,0,0,0,0,0.1,0,0,0,0.26,0,0,0,0,0.03,0.04,0
1/27/2005,5.19,5.75,14.27,17.07,4.5,4.55,8.68,7.48,16.99,17.85,12.95,17.91,3.88,8.81,14.24,18.92,4.66,8.35,16.08,13.44,13.62,5.6,5.47,10.97
1/28/2005,0,0,1.96,5.17,0,0,0.03,0,1.35,2.87,0.74,2.23,0,0.11,0.48,4.16,0,0.17,2.9,0.88,0.16,0.01,0.01,0.02
1/29/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2005,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
1/31/2005,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0
2/1/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/2005,0,0.01,0,0.03,0.02,0.08,0,0,0,0,0.04,0,0,0.02,0,0,0.23,0.09,0.03,0,0,0.05,0.16,0
2/4/2005,0.06,0.13,0,0.8,0.37,0.59,0.01,0,0.03,0.05,0.23,0.18,0.15,0.05,0.06,0.29,0.64,0.19,0.54,0,0,0.21,0.3,0
2/5/2005,2.82,1.8,2.82,0.65,1.89,2.02,1.65,2.79,1.45,1.38,1.37,1.09,2.73,1.56,1.31,0.89,2.75,1.84,0.98,2.74,1.54,1.85,2.4,2.71
2/6/2005,4.26,4.59,7.56,8.67,4.6,3.6,4.83,4.35,7,8.22,8.28,7.47,4.42,5.5,6.47,8.47,3.22,7.53,8.28,6.3,5.59,4.45,5.44,4.9
2/7/2005,2.18,1.38,3.25,6.39,1.07,0.76,1.77,2.28,2.96,3.29,3.3,3.48,2.17,1.2,2.1,4.31,1.96,2,5.13,3.1,2.27,0.84,1.69,2.59
2/8/2005,0.84,0.74,4.95,2.73,1.11,1.04,0.6,0.85,2.35,3.98,0.67,1.76,1.01,0.46,0.6,3.13,0.87,0.53,1.57,3.07,0.82,0.63,0.61,1.21
2/9/2005,5.91,6.76,10.57,13.86,4.04,4.47,9.69,8.42,13.31,13.1,12.23,14.16,3.63,9.97,12.73,14.39,5.55,10.33,13.38,10.92,12.4,7.11,7.91,10.53
2/10/2005,2.25,2.01,2.82,2.87,2.41,2.95,1.98,2.33,2.89,3.08,4.12,3.05,2.38,2.62,2.93,3.14,4.72,4.56,3.31,2.91,2.49,2.62,4.66,2.79
2/11/2005,0.01,0.02,0.03,2.63,0.05,0.1,0.01,0,0.1,0.14,2.39,0.6,0.01,0.25,0.46,0.73,0.41,1.78,2.37,0.02,0.04,0.11,0.92,0
2/12/2005,0.04,0.16,0.02,1.05,0.08,0.43,0.22,0.06,0.11,0.06,1.22,0.39,0.02,0.68,0.55,0.29,1.48,1.47,1.19,0.03,0.21,0.61,1.62,0.06
2/13/2005,0,0,0,0.06,0,0,0,0,0.02,0.03,0.01,0.03,0,0,0.01,0.06,0,0,0.03,0,0,0,0,0
2/14/2005,0.36,0.41,0.67,0.07,0.38,0.47,0.44,0.46,0.42,0.41,0.13,0.21,0.28,0.32,0.27,0.18,0.62,0.21,0.09,0.61,0.45,0.4,0.39,0.54
2/15/2005,5.08,5.24,7.93,7.45,3.37,3.76,7.14,7.3,8.64,8.25,6.56,8.16,3.03,6.57,7.89,7.95,4.47,5.79,7.18,8.39,8.66,5.17,5.15,8.72
2/16/2005,0.54,0.18,0,0.13,0.33,0.08,0.07,0.21,0.02,0.01,0.11,0.06,0.66,0.09,0.08,0.05,0.06,0.14,0.11,0,0.03,0.05,0.09,0
2/17/2005,0,0,0,1.01,0,0,0,0,0,0,0.09,0.11,0,0,0,0.18,0.04,0.26,0.56,0,0,0,0.16,0
2/18/2005,1.69,1.38,3.94,5.55,0.66,0.72,2.7,3.15,5.19,4.59,3.21,4.83,0.73,2.16,3.9,5.08,1.75,2.3,4.57,4.8,5.04,1.2,2.03,5.16
2/19/2005,2.2,4.77,3,5.1,4.11,6.42,4.47,2.04,2.56,3.03,8.15,3.84,1.99,7.2,5.21,3.37,7.88,9.58,6.14,2.11,2.68,7.49,9.26,1.26
2/20/2005,0,0.01,0.09,0.27,0,0.02,0.01,0.01,0.05,0.08,0.2,0.08,0,0.04,0.07,0.1,0.11,0.21,0.21,0.05,0.03,0.03,0.15,0.02
2/21/2005,0,0.01,0,0.1,0.01,0.04,0.01,0,0.01,0.01,0.08,0.04,0,0.04,0.03,0.05,0.07,0.07,0.1,0,0.01,0.04,0.08,0
2/22/2005,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
2/23/2005,0,0,0.02,0.01,0,0,0,0,0.01,0.02,0,0.01,0,0,0,0.02,0,0,0,0.01,0,0,0,0
2/24/2005,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0
2/25/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2005,1.81,1.65,0.04,0.25,2.38,1.34,0.89,0.93,0.15,0.05,0.16,0.14,2.69,0.54,0.25,0.1,0.5,0.23,0.2,0.12,0.36,0.96,0.36,0.33
2/28/2005,0.67,0.15,0.01,0.05,0.28,0.04,0.06,0.26,0.01,0,0,0,1.18,0.01,0,0,0,0,0.03,0.03,0.01,0.02,0,0.07
3/1/2005,0.71,0.67,0.69,0.17,0.77,0.57,0.56,0.62,0.47,0.46,0.19,0.27,0.81,0.4,0.3,0.27,0.3,0.27,0.17,0.68,0.48,0.51,0.32,0.63
3/2/2005,0.65,0.41,0.3,0.04,0.54,0.33,0.3,0.49,0.2,0.16,0.05,0.09,0.87,0.16,0.11,0.07,0.32,0.1,0.04,0.39,0.24,0.24,0.2,0.44
3/3/2005,0,0,0.03,0.37,0,0,0,0,0.06,0.11,0.07,0.14,0,0,0.02,0.25,0.01,0.05,0.22,0.02,0.01,0,0.02,0
3/4/2005,0.06,0.08,0.72,0.43,0.12,0.13,0.1,0.06,0.53,0.97,0.25,0.42,0.11,0.14,0.21,0.79,0.24,0.23,0.29,0.43,0.17,0.11,0.23,0.12
3/5/2005,0.25,0.38,1.87,3.3,0.2,0.27,0.77,0.55,2.18,2.45,1.39,2.54,0.13,0.83,1.52,3.05,0.35,0.8,2.46,1.62,1.44,0.45,0.49,1.08
3/6/2005,0.07,0.11,0,0.09,0.1,0.12,0.07,0.04,0.02,0.01,0.13,0.05,0.06,0.16,0.1,0.04,0.1,0.18,0.1,0,0.03,0.16,0.16,0
3/7/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
3/8/2005,0.03,0.01,0.93,0,0,0,0.02,0.07,0.14,0.22,0,0,0.01,0,0,0.01,0,0,0,0.64,0.03,0,0,0.18
3/9/2005,2.72,1.75,11.2,2.01,0.92,0.51,3.05,5.3,6.01,6.85,0.57,2.55,1.24,1.19,1.65,3.43,0.27,0.37,1.22,10.56,4.56,0.78,0.29,8.62
3/10/2005,0.45,0.59,0.38,3.54,0.38,0.31,0.88,0.48,1.14,1.01,2.18,2.16,0.38,1.18,1.9,2.15,0.22,1.2,3.13,0.44,1.25,0.64,0.55,0.55
3/11/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2005,0,0,0.03,0.02,0,0,0,0,0.02,0.04,0,0.01,0,0,0,0.04,0,0,0.01,0.01,0,0,0,0
3/13/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/2005,0.05,0.35,0,0.42,0.41,1.46,0.26,0.03,0.02,0,0.75,0.11,0.09,1.12,0.41,0.01,4.46,1.96,0.58,0,0.11,1.43,3.82,0.01
3/16/2005,0.22,0.29,0,0.9,0.78,0.6,0.03,0.01,0.06,0.04,2.99,0.36,0.51,0.32,0.51,0.28,0.43,3.56,1.44,0,0.07,0.3,1.76,0.01
3/17/2005,0.28,0.37,0.02,0.86,0.42,0.75,0.37,0.2,0.3,0.12,0.94,0.61,0.44,0.55,0.82,0.3,1.31,0.81,0.96,0.07,0.49,0.58,0.95,0.15
3/18/2005,10.68,17.55,8.41,25.59,15.12,18.56,18.12,10.74,14.98,13.5,25.2,20.73,10.3,22.34,21.85,19.48,19.05,24.18,25.8,9.08,16.84,21.34,22.2,9.96
3/19/2005,8.24,4.87,1.95,1.53,10.76,14.97,1.55,6.26,0.95,0.94,1.44,0.4,10.09,0.91,0.25,0.66,18.62,3.41,1.31,2.78,1.14,5.55,8.86,4.51
3/20/2005,8.32,11.04,3.14,3.73,14.04,9.83,8.57,5.74,7.3,6.5,4.4,8.13,10.59,8.38,8.35,7.06,3.01,4.19,4.37,3.68,7.69,9.19,4,4.28
3/21/2005,18.13,18.54,23.58,33.78,15.48,14.62,23.56,19.85,30.31,27.84,37,33.66,17.94,26.09,33.73,30.85,17.83,31.14,36.25,24.67,30.46,19.24,23.78,24.19
3/22/2005,0.29,1.41,0.28,1.8,0.82,2.23,1.52,0.44,0.81,0.71,3.08,1.55,0.1,3.24,2.16,1.25,3.83,4.81,2.18,0.3,0.99,3.29,5.02,0.32
3/23/2005,0.1,0.09,0.18,0.23,0.07,0.08,0.17,0.14,0.25,0.17,0.35,0.34,0.08,0.22,0.38,0.24,0.14,0.25,0.33,0.22,0.32,0.12,0.18,0.25
3/24/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2005,0.22,0.32,1.39,2.45,0.47,0.54,0.37,0.26,1.95,2.78,0.29,2,0.32,0.35,0.61,3.21,0.49,0.24,1.24,1.05,0.75,0.34,0.3,0.47
3/26/2005,0.02,0.06,0.5,0.78,0.07,0.25,0.06,0.05,0.13,0.15,1.49,0.38,0.02,0.35,0.54,0.22,0.78,1.24,1.18,0.36,0.12,0.26,0.97,0.16
3/27/2005,0.21,0.31,0.37,1.91,0.21,0.18,0.49,0.31,0.71,0.62,0.97,1.07,0.17,0.58,0.88,1.06,0.29,0.61,1.59,0.43,0.72,0.34,0.42,0.45
3/28/2005,0,0.02,0.01,0.12,0.02,0.05,0.03,0,0.03,0.03,0.15,0.08,0,0.09,0.11,0.06,0.04,0.17,0.11,0.01,0.04,0.07,0.1,0.01
3/29/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/3/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/4/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/5/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0.02,0
4/6/2005,0,0,0,0.06,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0
4/7/2005,0,0,0,0.47,0,0,0,0,0,0.01,0.08,0.05,0,0,0.01,0.08,0,0.02,0.3,0,0,0,0,0
4/8/2005,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0
4/9/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/10/2005,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/11/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/2005,0,0.01,0,0.02,0.01,0.06,0.01,0,0,0,0.04,0,0,0.03,0.01,0,0.17,0.09,0.02,0,0,0.05,0.14,0
4/14/2005,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0
4/15/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/16/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/18/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/21/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/2005,0.01,0,0.02,0.14,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0.09,0.01,0.01,0,0,0.01
4/23/2005,0.01,0.02,0.01,0.37,0.01,0.05,0.03,0.02,0.03,0.02,0.15,0.11,0,0.05,0.09,0.1,0.21,0.11,0.3,0.02,0.05,0.05,0.16,0.03
4/24/2005,1.49,2.24,0.22,0.34,1.44,0.95,2.23,1.46,0.43,0.16,1.73,0.51,1.2,2.63,1.57,0.16,1.43,2.94,0.69,0.31,1.18,2.03,2.65,0.63
4/25/2005,2.13,3.38,0.64,1.53,4.51,6.66,2.2,1.08,1.23,1.11,2.99,1.52,3.2,3.65,2.28,1.12,7.59,4.57,1.99,0.7,1.51,5.61,6.33,0.81
4/26/2005,2.07,3.29,2.76,6.16,3.51,2.44,3.44,2.31,3.74,3.07,3.19,4.34,2.05,2.54,3.62,4.04,0.44,1.12,5.44,2.84,4.05,2.26,0.49,2.86
4/27/2005,0.32,0.65,4.9,4.66,0.53,2.92,1.06,0.88,4.3,5.88,2.42,4.38,0.06,2.28,2.55,6.36,4.39,3.01,2.87,3.55,1.95,2.47,3.6,1.66
4/28/2005,0.33,0.34,1.14,2.56,0.23,0.1,0.42,0.32,0.87,1.46,1.47,1.74,0.28,0.64,1.17,2.01,0.01,0.57,2.56,0.82,0.54,0.28,0.15,0.46
4/29/2005,0.07,0.01,0,0,0.03,0,0,0.03,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0
4/30/2005,0.61,0.5,0,0.52,0.64,0.57,0.24,0.25,0.01,0,0.1,0.04,0.85,0.34,0.03,0.05,1.03,0.63,0.35,0.01,0.03,0.56,1.1,0.03
5/1/2005,0.65,0.73,0.12,1.64,0.81,0.65,0.68,0.39,0.32,0.17,4.47,1.08,0.95,1.48,1.9,0.61,0.48,3.28,2.82,0.13,0.64,0.91,1.42,0.23
5/2/2005,2.95,1.65,0.35,0.64,2.78,1.05,0.88,1.71,0.19,0.11,0.16,0.11,4.63,0.24,0.12,0.14,0.75,0.2,0.42,0.53,0.4,0.5,0.41,0.86
5/3/2005,3.43,3.09,0.92,0.33,4.41,4.02,1.66,1.59,0.81,0.77,0.77,0.68,5.1,1.63,0.91,0.53,4.02,1.53,0.49,0.75,0.93,2.87,2.77,0.71
5/4/2005,0.03,0.01,0.03,0,0.01,0,0.02,0.04,0.02,0.01,0,0.01,0.04,0.02,0.02,0,0.02,0.01,0,0.04,0.03,0.01,0.02,0.06
5/5/2005,0,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0.03,0.01,0.02,0,0,0,0.02,0
5/6/2005,0,0,0,0.01,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0.04,0.03,0.01,0,0,0.01,0.04,0
5/7/2005,1.55,1.29,0.76,0,1.4,1.49,0.86,1.87,0.16,0.05,0.03,0.03,1.13,0.5,0.1,0,1.32,0.26,0.01,1.44,0.37,1.1,0.81,1.93
5/8/2005,8.98,8.02,8.36,0.43,7.6,6.53,7.77,9.88,5.31,4.01,2.08,2.02,8.13,5.51,3.41,1.27,5.42,4.15,0.9,9.87,6.66,6.61,5.39,10.65
5/9/2005,0.07,0.15,0.51,0.82,0,0,0.47,0.25,0.8,0.68,1.04,0.77,0,0.58,0.92,0.58,0.1,0.72,0.97,0.54,0.85,0.2,0.35,0.51
5/10/2005,0,0.02,0,0.14,0.02,0.08,0.01,0,0,0,0.02,0.04,0,0.03,0.01,0.05,0.14,0.02,0.09,0,0,0.06,0.07,0
5/11/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2005,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.01,0.01,0
5/13/2005,0,0,0.01,0.56,0.01,0.02,0.01,0,0.06,0.08,0.08,0.19,0,0.01,0.06,0.25,0.06,0.02,0.37,0.01,0.03,0.01,0.03,0.01
5/14/2005,0.01,0.03,0,0.1,0.01,0.03,0.06,0.01,0.02,0.01,0.63,0.12,0,0.21,0.27,0.03,0.1,0.48,0.33,0,0.07,0.1,0.26,0.01
5/15/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2005,0,0,0,0.17,0,0,0,0,0,0,0.01,0.02,0,0,0,0.03,0,0,0.09,0,0,0,0,0
5/17/2005,0,0,0.01,0.39,0,0,0.01,0,0.05,0.06,0.18,0.15,0,0.05,0.11,0.17,0,0.07,0.34,0.01,0.03,0.01,0.02,0
5/18/2005,0.02,0.04,0.29,1.97,0.01,0.03,0.12,0.05,0.49,0.64,0.9,1.02,0,0.25,0.59,1.29,0.07,0.37,1.58,0.22,0.27,0.09,0.13,0.1
5/19/2005,0.01,0.04,0.01,0.6,0.01,0.06,0.07,0.02,0.09,0.07,0.78,0.31,0,0.25,0.34,0.28,0.27,0.67,0.69,0.01,0.1,0.14,0.46,0.02
5/20/2005,0,0,0,0.06,0,0,0,0,0,0,0.05,0.01,0,0.01,0.01,0.01,0.01,0.04,0.05,0,0,0.01,0.02,0
5/21/2005,0,0,0,0.01,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0.09,0.02,0.01,0,0,0.01,0.06,0
5/22/2005,0,0,0,0.09,0,0,0,0,0,0,0.02,0.01,0,0,0,0.01,0,0.01,0.06,0,0,0,0,0
5/23/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/2005,0,0,0,0.18,0,0.01,0,0,0,0,0.04,0.02,0,0,0,0.03,0.03,0.01,0.12,0,0,0,0.01,0
5/25/2005,0.03,0.02,0,0.01,0.02,0,0.01,0.02,0,0,0,0,0.03,0.01,0,0,0,0,0.01,0,0,0.01,0,0
5/26/2005,0.84,0.51,0.99,1.24,0.31,0.22,0.69,1.24,0.7,0.61,1.02,0.58,0.43,0.42,0.53,0.57,0.57,0.83,1.17,1.21,0.78,0.33,0.7,1.4
5/27/2005,0.05,0.13,0,0,0.15,0.29,0.1,0.03,0.01,0,0.08,0.02,0.07,0.21,0.1,0,0.23,0.15,0.02,0,0.05,0.25,0.18,0.01
5/28/2005,0,0,0,0.03,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0
5/29/2005,0.76,0.61,0.06,0.41,0.72,0.72,0.49,0.64,0.17,0.05,1.02,0.2,0.86,0.52,0.42,0.07,1.02,1.04,0.66,0.21,0.36,0.61,1.01,0.47
5/30/2005,0,0,0.27,0.92,0,0,0.01,0.02,0.13,0.17,0.19,0.23,0,0.02,0.07,0.32,0,0.05,0.64,0.23,0.05,0,0.01,0.1
5/31/2005,0,0.01,0,0.02,0.01,0.04,0.01,0,0,0,0.05,0,0,0.03,0.01,0,0.11,0.1,0.02,0,0,0.04,0.11,0
6/1/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2005,0,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
6/3/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2005,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
6/6/2005,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/2005,0.01,0.02,0.31,0.34,0,0,0.05,0.04,0.14,0.19,0.17,0.17,0,0.08,0.17,0.17,0,0.07,0.26,0.19,0.11,0.03,0.02,0.09
6/8/2005,0,0,0.01,0.51,0,0,0,0,0.06,0.1,0.24,0.23,0,0.03,0.09,0.32,0,0.1,0.44,0.01,0.01,0,0.03,0
6/9/2005,0.05,0.15,0,0,0.31,0.52,0,0,0,0,0,0,0.08,0,0,0,0.53,0,0,0,0,0.2,0.18,0
6/10/2005,1.44,2.04,5.77,4.77,0.88,1.05,3.77,2.82,6.71,6.7,4.63,6.46,0.62,4,5.81,6.36,1.41,3.72,4.86,5.6,5.9,2.34,2.55,4.71
6/11/2005,0,0.01,0,0,0.01,0.06,0,0,0,0,0,0,0,0,0,0,0.16,0.01,0,0,0,0.02,0.06,0
6/12/2005,0.01,0,0.02,0.27,0,0.01,0,0.02,0,0,0.03,0.03,0.01,0,0,0.04,0.02,0.01,0.17,0.02,0,0,0.01,0.02
6/13/2005,0.01,0.01,0,0.06,0.01,0.03,0,0.01,0.01,0.01,0.12,0.02,0.01,0.03,0.02,0.03,0.11,0.14,0.07,0,0,0.03,0.13,0
6/14/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/16/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/17/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2005,0,0,0.07,0.03,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0.02,0.05,0.01,0,0,0.02
6/19/2005,0.01,0.02,0.94,1.25,0,0,0.1,0.06,1,1.53,0.22,1.02,0,0.1,0.32,1.68,0.01,0.08,0.7,0.64,0.32,0.02,0.03,0.21
6/20/2005,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.01
6/21/2005,0,0,0.17,0,0,0,0,0.01,0.03,0.06,0,0.01,0,0,0,0.01,0,0,0,0.1,0.01,0,0,0.03
6/22/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0
6/23/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/2005,0.01,0,5.71,0.55,0,0,0.04,0.07,1.38,3.48,0.01,0.49,0,0.01,0.04,1.5,0,0,0.15,2.64,0.14,0,0,0.28
6/26/2005,0.01,0,1.57,0.49,0,0,0.03,0.05,0.61,1.37,0.01,0.36,0,0.01,0.05,0.95,0.01,0.01,0.15,0.78,0.12,0,0,0.17
6/27/2005,0,0,0.79,0.26,0,0,0.02,0.03,0.38,0.69,0.03,0.24,0,0.02,0.06,0.47,0.01,0.02,0.12,0.46,0.09,0,0.01,0.11
6/28/2005,0.86,1.19,16.56,14.74,0.52,0.61,2.59,2.05,14.31,21.61,2.68,12.51,0.36,2.3,4.41,20.88,0.55,1.45,7.92,11.48,5.26,1.19,0.85,4.44
6/29/2005,0.89,1.48,5.75,9.42,0.94,1.21,2.56,1.59,6.5,7.36,5,8.79,0.52,3.19,5.76,10.09,1.25,2.96,7.8,4.46,4.65,1.86,1.85,2.89
6/30/2005,5.99,11.17,26.09,24.09,7.47,9.62,15.77,9.34,31.69,34.47,14.24,30.37,3.78,17.73,22.92,32.68,8.12,12.28,20.38,22.79,22.81,13.81,10.82,14.99
7/1/2005,20.32,35.9,40.37,61.11,19.59,28.4,60.24,36.26,78.51,59.59,86.23,91.04,10.09,71.54,101.3,68.32,32.89,66.06,79.2,49.97,89.84,46.18,46.97,56.4
7/2/2005,1.14,1.25,5.25,4.58,0.97,0.97,1.8,1.91,4.74,5.72,1.29,3.88,0.7,0.99,1.79,5.22,1.24,0.78,3.28,4.64,2.97,0.84,0.89,3.3
7/3/2005,2.29,2.89,9.33,4.34,0.84,0.66,6.54,5.15,10.67,9.12,8.43,9.85,0.73,6.53,10.89,7.35,0.6,5.55,6.85,9.6,11.16,2.8,2.49,9.04
7/4/2005,0.26,0.46,0.64,9.28,0.29,0.52,0.61,0.33,0.94,1.28,4.19,2.86,0.19,1.36,1.85,3.67,0.66,2.33,7.51,0.46,0.63,0.88,1.24,0.32
7/5/2005,5.47,2.96,5.74,7.1,3.28,1.27,2.17,3.08,3.32,4.81,3.91,5.48,6.56,1.84,3.51,6.72,0.32,1.54,5.94,3.32,2.1,1.4,0.6,1.57
7/6/2005,0.73,0.59,8.12,2.95,1.07,0.55,0.58,0.65,3.39,5.81,0.59,2.61,1.61,0.41,0.86,4.41,0.26,0.23,1.69,4.48,1.05,0.33,0.15,1.19
